bpin;nombreproyecto;objetivogeneral;estadoproyecto;horizonte;sector;entidadresponsable;programapresupuestal;tipoproyecto;valortotalproyecto;valorvigenteproyecto;valorobligacionproyecto;valorpagoproyecto;subestadoproyecto;codigoentidadresponsable;totalbeneficiario;plandesarrollonacional;municipio;departamento;Longitud
2,01997E+12;Desarrollo Económico Y Fortalecimiento De La Producción Agropecuaria A Través De La Feria Agropecuaria Chagrera Del Municipio De  Mitú;Estimular a los productores con el fin de mostrar y ofrecer los diferentes productos que se obtienen del trabajo que se realiza en el campo tanto indígenas y colonos del municipio de Mitu.;En Ejecución;2019-2019;Agricultura Y Desarrollo Rural;MitúVaupés;1799 FORTALECIMIENTO DE LA GESTIÓN Y DIRECCIÓN DEL SECTOR AGROPECUARIO;T;7.000.000.000.000.000;7.000.000.000.000.000;0.00000000;0.00000000;Inactivo  (PGN, Territorio);97001;1200;Todos por un nuevo país (2014-2018);;;
2,01963E+12;Subsidio Epa  Armenia;Realizar las transferencias oportunas de los subsidios de acueducto alcantarillado y aseo del recurso SGP-agua potable y saneamiento básico;En Ejecución;2020-2020;Hacienda;ArmeniaQuindio;1302 GESTIÓN DE RECURSOS PÚBLICOS;T;376.763.825.100.000.000;376.763.825.100.000.000;0.00000000;0.00000000;Inactivo  (PGN, Territorio);63001;298199;Pacto Por Colombia, Pacto por la Equidad (2019-2022);;;
2,02041E+12;Apoyo En Inclusión Productiva De Pequeños Productores Rurales Orientado A Las Intervenciones Integrales Para El Mejoramiento De Las Capacidades Productivas Organización Acceso A Activos Y Mercados Para La Vigencia 2021 En El Municipio De   Acevedo;Aumentar la productividad y competitividad del sector agropecuario en el municipio de Acevedo;En Ejecución;2021-2021;Agricultura Y Desarrollo Rural;AcevedoHuila;1704 ORDENAMIENTO SOCIAL Y USO PRODUCTIVO DEL TERRITORIO RURAL;T;16.033.711.400.000.000;16.033.711.400.000.000;13.309.266.600.000.000;0.00000000;Inactivo  (PGN, Territorio);41006;450;Pacto Por Colombia, Pacto por la Equidad (2019-2022);;;
2,02041E+12;Implementación De Mas Y Mejor Tecnologia En El Sector Rural Agropecuario Del Municipio De   Algeciras;Financiar las metas programas y proyectos del PLAN DESARROLLO MUNICIPAL CONSTRUYENDO PROGRESO;En Ejecución;2021-2021;Agricultura Y Desarrollo Rural;AlgecirasHuila;1708 CIENCIA, TECNOLOGÍA E INNOVACIÓN AGROPECUARIA;T;360.000.000.000.000;360.000.000.000.000;0.00000000;0.00000000;Inactivo  (PGN, Territorio);41020;24708;Pacto Por Colombia, Pacto por la Equidad (2019-2022);;;
2,02041E+12;Apoyo Para El Desarrollo Del Programa Sanidad Agropecuaria E Inocuidad Agroalimentaria Vigencia 2021 Del Municipio De  Altamira Huila;Enfocar aquellas intervenciones para mejorar el acceso uso y aprovechamiento adecuado de las tierras rurales;En Ejecución;2021-2021;Agricultura Y Desarrollo Rural;AltamiraHuila;1707 SANIDAD AGROPECUARIA E INOCUIDAD AGROALIMENTARIA;T;500.000.000.000.000;500.000.000.000.000;500.000.000.000.000;500.000.000.000.000;Inactivo  (PGN, Territorio);41026;4367;Pacto Por Colombia, Pacto por la Equidad (2019-2022);;;
2,02041E+12;Prestación De La Asistencia Técnica Agropecuaria En El Municipio De   Nátaga;Gestionar los procesos que conlleven a la implementación del Plan de Ordenamiento Productivo y Social de la Propiedad Rural orientado a aquellas intervenciones para mejorar el acceso uso y aprovechamiento adecuado de las tierras rurales.;En Ejecución;2020-2020;Agricultura Y Desarrollo Rural;NátagaHuila;1702 INCLUSIÓN PRODUCTIVA DE PEQUEÑOS PRODUCTORES RURALES;T;1.250.000.000.000.000;1.250.000.000.000.000;0.00000000;0.00000000;Inactivo  (PGN, Territorio);41483;3898;Pacto Por Colombia, Pacto por la Equidad (2019-2022);;;
2,02042E+12;Producción Agropecuaria Para La Seguridad Alimentaria Con Infraestructura Servicios Saneamiento Y Sostenibilidad Ambiental Y Económica Vigencia 2021 Municipio De  Pitalito Huila;Mejorar el nivel de competitividad y productividad de las cadenas y sectores productivos agropecuarios en el Municipio de Pitalito;En Ejecución;2021-2021;Agricultura Y Desarrollo Rural;PitalitoHuila;1702 INCLUSIÓN PRODUCTIVA DE PEQUEÑOS PRODUCTORES RURALES;T;39.904.890.500.000.000;39.904.890.500.000.000;39.593.555.700.000.000;39.593.555.700.000.000;Inactivo  (PGN, Territorio);41551;138245;Pacto Por Colombia, Pacto por la Equidad (2019-2022);;;
2,02042E+12;Mejoramiento De La  Inclusión Productiva De Pequeños Productores Rurales Entre Todos Podemos En El Municipio De  Tello;Aumentar la productividad y competitividad del sector agropecuario en el Municipio de Tello;En Ejecución;2021-2021;Agricultura Y Desarrollo Rural;TelloHuila;1702 INCLUSIÓN PRODUCTIVA DE PEQUEÑOS PRODUCTORES RURALES;T;8.235.000.000.000.000;8.235.000.000.000.000;0.00000000;0.00000000;Inactivo  (PGN, Territorio);41799;6549;Pacto Por Colombia, Pacto por la Equidad (2019-2022);;;
2,02042E+12;Fortalecimiento Al Sector De Agricultura Y Desarrollo Rural Infraestructura Productiva Y Comercialización En El Municipio De  Yaguará;Financiar las metas programas y proyectos del PLAN DESARROLLO MUNICIPAL YAGUARA NUESTRA CASA a través del presupuesto vigencia 2021;En Ejecución;2021-2021;Agricultura Y Desarrollo Rural;YaguaráHuila;1709 INFRAESTRUCTURA PRODUCTIVA Y COMERCIALIZACIÓN;T;22.336.000.000.000.000;22.336.000.000.000.000;22.336.000.000.000.000;22.336.000.000.000.000;Inactivo  (PGN, Territorio);41885;7824;Pacto Por Colombia, Pacto por la Equidad (2019-2022);;;
2,0205E+12;Apoyo Al Emprendimiento Tecnologías E Innovación Para El Desarrollo Empresarial Agropecuario En El Municipio De   La Macarena Meta;fortalecer la Ciencia tecnología e innovación agropecuario  en el municipio de  La Macarena;En Ejecución;2022-2022;Agricultura Y Desarrollo Rural;La MacarenaMeta;1708 CIENCIA, TECNOLOGÍA E INNOVACIÓN AGROPECUARIA;T;400.000.000.000.000;400.000.000.000.000;400.000.000.000.000;400.000.000.000.000;Inactivo  (PGN, Territorio);50350;28052;Pacto Por Colombia, Pacto por la Equidad (2019-2022);;;
2,0205E+12;Implementación De Iniciativas Productivas A Las Asociaciones Agropecuarias Del Municipio De   Barranca De Upía;Realizar iniciativas productivas a los agricultores  del Municipio de Barranca de Upia;En Ejecución;2020-2020;Agricultura Y Desarrollo Rural;Barranca de UpíaMeta;1702 INCLUSIÓN PRODUCTIVA DE PEQUEÑOS PRODUCTORES RURALES;T;1.200.000.000.000.000;1.200.000.000.000.000;0.00000000;0.00000000;Inactivo  (PGN, Territorio);50110;5724;Pacto Por Colombia, Pacto por la Equidad (2019-2022);;;
2,0205E+12;Dotación De Equipos Materiales Suministros Y Servicios Propios Del Sector Agropecuario Del Municipio De   Cabuyaro;Dotar de equipos materiales suministros y servicios propios para la actividad agropecuaria y piscícola en el municipio de Cabuyaro;En Ejecución;2021-2021;Agricultura Y Desarrollo Rural;CabuyaroMeta;1702 INCLUSIÓN PRODUCTIVA DE PEQUEÑOS PRODUCTORES RURALES;T;3.000.000.000.000.000;3.000.000.000.000.000;0.00000000;0.00000000;Inactivo  (PGN, Territorio);50124;100;Pacto Por Colombia, Pacto por la Equidad (2019-2022);;;
2,02051E+12;Servicio De Acompañamiento Técnico Y Apoyo Financiero Para El Mejoramiento De La Infraestructura Y Capacidad Productiva Del Sector Agropecuario Del Municipio De   Restrepo;Mejorar la capacidad productiva y competitividad comercial del sector agropecuario en el Municipio de Restrepo;En Ejecución;2020-2024;Agricultura Y Desarrollo Rural;RestrepoMeta;1702 INCLUSIÓN PRODUCTIVA DE PEQUEÑOS PRODUCTORES RURALES;T;136.096.534.876.000.000;136.096.534.876.000.000;100.749.984.800.000.000;100.749.984.800.000.000;En ejecución (PGN, Territorio);50606;6229;Pacto Por Colombia, Pacto por la Equidad (2019-2022);;;
2,01942E+12;Desarrollo De Programa Para El Fortalecimiento Del Sector Productivo Del Municipio De   Palermo Huila;Apoyar el desarrollo del sector productivo Agropecuario;En Ejecución;2020-2020;Agricultura Y Desarrollo Rural;PalermoHuila;1702 INCLUSIÓN PRODUCTIVA DE PEQUEÑOS PRODUCTORES RURALES;T;35.000.000.000.000.000;35.000.000.000.000.000;0.00000000;0.00000000;Inactivo  (PGN, Territorio);41524;18298;Pacto Por Colombia, Pacto por la Equidad (2019-2022);;;
2,02052E+12;Fortalecimiento De Prácticas Agropecuarias Para Garantizar La Seguridad Y Soberanía Alimentaria Vigencia 2021 En El Municipio De   Pasto;Se ha fortalecido la implementación de programas enfocados en seguridad y soberanía alimentaria en el municipio de Pasto;En Ejecución;2021-2021;Agricultura Y Desarrollo Rural;PastoNariño;1702 INCLUSIÓN PRODUCTIVA DE PEQUEÑOS PRODUCTORES RURALES;T;16.220.000.000.000.000;16.220.000.000.000.000;9.490.000.000.000.000;9.490.000.000.000.000;Inactivo  (PGN, Territorio);52001;580;Pacto Por Colombia, Pacto por la Equidad (2019-2022);;;
2,0205E+12;Apoyo Al Fortalecimiento De Procesos Productivos De Las Asociaciones En Temas De Transformación Y Comercialización De Productos Agropecuarios En El Municipio De  Lejanías;Incentivar  Procesos que contribuyan al fortalecimiento productivo en transformación y comercialización de productos en  las Asociaciones del Municipio de Lejanías - Meta;En Ejecución;2020-2020;Agricultura Y Desarrollo Rural;LejaníasMeta;1702 INCLUSIÓN PRODUCTIVA DE PEQUEÑOS PRODUCTORES RURALES;T;1.100.000.000.000.000;1.100.000.000.000.000;0.00000000;0.00000000;Inactivo  (PGN, Territorio);50400;200;Pacto Por Colombia, Pacto por la Equidad (2019-2022);;;
2,02051E+12;Fortalecimiento Para El Desarrollo Agropecuario Rural Y Agro Sostenible En El Municipio De  Puerto Rico;Mejorar la capacidad productiva y competitividad comercial del sector agropecuario en el Municipio de Puerto Rico;En Ejecución;2021-2022;Agricultura Y Desarrollo Rural;Puerto RicoMeta;1702 INCLUSIÓN PRODUCTIVA DE PEQUEÑOS PRODUCTORES RURALES;T;121.193.499.362.000.000;121.193.499.362.000.000;39.220.000.100.000.000;32.670.000.100.000.000;Inactivo  (PGN, Territorio);50590;12874;Pacto Por Colombia, Pacto por la Equidad (2019-2022);;;
2,02051E+12;Incremento De La Cobertura Asesoría Y Respaldo Técnico Y Educativo A La Población Rural Del Municipio De  San Martín;Incrementar la cobertura asesoría y respaldo técnico y la capacitación a la población rural del municipio de San Martin de los llanos.;En Ejecución;2020-2021;Agricultura Y Desarrollo Rural;San MartínMeta;1704 ORDENAMIENTO SOCIAL Y USO PRODUCTIVO DEL TERRITORIO RURAL;T;17.450.608.250.000.000;17.450.608.250.000.000;0.00000000;0.00000000;Inactivo  (PGN, Territorio);50689;320;Pacto Por Colombia, Pacto por la Equidad (2019-2022);;;
2,02052E+12;Desarrollo Económico Agroindustrial Agropecuario Acuícola Y Forestal Vigencia 2021 En El Municipio De  Pasto;SE HA MEJORADO EL DESARROLLO ECONÓMICO AGROINDUSTRIAL AGROPECUARIO ACUÍCOLA Y FORESTAL EN EL MUNICIPIO DE PASTO;En Ejecución;2021-2022;Agricultura Y Desarrollo Rural;PastoNariño;1702 INCLUSIÓN PRODUCTIVA DE PEQUEÑOS PRODUCTORES RURALES;T;164.258.114.400.000.000;164.258.114.400.000.000;106.039.885.900.000.000;106.039.885.900.000.000;Inactivo  (PGN, Territorio);52001;3000;Pacto Por Colombia, Pacto por la Equidad (2019-2022);;;
2,02052E+12;Fortalecimiento  Del Sector Agropecuario Del Municipio De   Mallama;Incrementar los ingresos generados por los productores del sector agropecuario del municipio.;En Ejecución;2020-2020;Agricultura Y Desarrollo Rural;MallamaNariño;1799 FORTALECIMIENTO DE LA GESTIÓN Y DIRECCIÓN DEL SECTOR AGROPECUARIO;T;21.000.000.000.000.000;21.000.000.000.000.000;17.500.000.000.000.000;17.500.000.000.000.000;Inactivo  (PGN, Territorio);52435;2000;Pacto Por Colombia, Pacto por la Equidad (2019-2022);;;
2,02053E+12;Fortalecimiento A La Producción Agropecuaria En El Municipio De   Ospina;Mejorar el Nivel de productividad y competitividad de la producción agropecuaria en el Municipio de Ospina - Nariño.;En Ejecución;2020-2020;Agricultura Y Desarrollo Rural;OspinaNariño;1702 INCLUSIÓN PRODUCTIVA DE PEQUEÑOS PRODUCTORES RURALES;T;7.700.000.000.000.000;7.700.000.000.000.000;0.00000000;0.00000000;Inactivo  (PGN, Territorio);52506;1000;Pacto Por Colombia, Pacto por la Equidad (2019-2022);;;
2,02054E+12;Implementación Del Modelo De Desarrollo Agropecuario Del Municipio De   Arboledas Norte De Santander;Implementar el modelo de desarrollo socioeconómico del municipio de Arboledas;En Ejecución;2020-2023;Agricultura Y Desarrollo Rural;ArboledasNorte de Santander;1702 INCLUSIÓN PRODUCTIVA DE PEQUEÑOS PRODUCTORES RURALES;T;118.713.863.200.000.000;118.713.863.200.000.000;113.620.696.800.000.000;109.424.896.800.000.000;Inactivo  (PGN, Territorio);54051;7720;Pacto Por Colombia, Pacto por la Equidad (2019-2022);;;
2,02055E+12;Fortalecimiento  A Las Actividades Agropecuarias Que Permitan Un Desarrollo Económico Para El Año 2021 En El Municipio De   San Calixto Norte De Santander;Suficiente producción agropecuaria en el municipio de San Calixto;En Ejecución;2021-2021;Agricultura Y Desarrollo Rural;San CalixtoNorte de Santander;1702 INCLUSIÓN PRODUCTIVA DE PEQUEÑOS PRODUCTORES RURALES;T;20.738.555.400.000.000;20.738.555.400.000.000;0.00000000;0.00000000;Inactivo  (PGN, Territorio);54670;86;Pacto Por Colombia, Pacto por la Equidad (2019-2022);;;
2,02063E+12;Apoyo Fomento De Sistemas Agroindustriales Articulados Implementando  Practicas Sostenibles  Innovadoras Para Una Produccion Integral  Del Municipio De  La Tebaida;Mejorar la oferta de productos agrícolas en el municipio de La Tebaida.;En Ejecución;2021-2021;Agricultura Y Desarrollo Rural;La TebaidaQuindio;1709 INFRAESTRUCTURA PRODUCTIVA Y COMERCIALIZACIÓN;T;500.000.000.000.000;500.000.000.000.000;0.00000000;0.00000000;Inactivo  (PGN, Territorio);63401;44242;Pacto Por Colombia, Pacto por la Equidad (2019-2022);;;
2,02063E+12;Implementación Del Programa Inclusión Productiva De Pequeños Productores Rurales En El Municipio De  Montenegro;Mejorar el apoyo a los pequeños productores agropecuarios del Municipio;En Ejecución;2021-2024;Agricultura Y Desarrollo Rural;MontenegroQuindio;1702 INCLUSIÓN PRODUCTIVA DE PEQUEÑOS PRODUCTORES RURALES;T;33.390.000.000.000.000;33.390.000.000.000.000;8.755.000.000.000.000;8.607.000.000.000.000;En ejecución (PGN, Territorio);63470;6503;Pacto Por Colombia, Pacto por la Equidad (2019-2022);;;
2,02064E+12;Apoyo Y Promoción De Proyectos Productivos Para El Fortalecimiento De Pequeños Productores Y Emprendimiento De Grupos Poblacionales Del Municipio De Pijao-Quindio  Pijao;Armonizar el desarrollo rural a través de la generación de competitividad y técnicas de producción al pequeño y mediano productor en el Municipio de Pijao;En Ejecución;2020-2021;Agricultura Y Desarrollo Rural;PijaoQuindio;1702 INCLUSIÓN PRODUCTIVA DE PEQUEÑOS PRODUCTORES RURALES;T;11.766.875.507.000.000;11.766.875.507.000.000;7.025.059.900.000.000;7.025.059.900.000.000;Inactivo  (PGN, Territorio);63548;2000;Pacto Por Colombia, Pacto por la Equidad (2019-2022);;;
2,02082E+12;Apoyo Al Proyecto Productivo De Avicultura Para El Fortalecimiento De La Asociación De Productores Agropecuarios De Caño Boga - Apracabs Del Municipio De Saravena Departamento  De   Arauca;apoyar la asociaciones  agropecuarias del municipio de Saravena Departamento de Arauca.;En Ejecución;2021-2021;Agricultura Y Desarrollo Rural;SaravenaArauca;1702 INCLUSIÓN PRODUCTIVA DE PEQUEÑOS PRODUCTORES RURALES;T;2.500.000.000.000.000;2.500.000.000.000.000;0.00000000;0.00000000;Inactivo  (PGN, Territorio);81736;60;Pacto Por Colombia, Pacto por la Equidad (2019-2022);;;
2,02082E+12;Apoyo Y Fortalecimiento A La Realización De  Mercados Campesinos Y Ruedas De Negocio En El Municipio De Tame  Arauca;FORTALECER LAS HERRAMIENTAS DE PLANIFICACIÓN PARA EL APROVECHAMIENTO DEL DESARROLLO AGROPECUARIO;En Ejecución;2021-2021;Agricultura Y Desarrollo Rural;TameArauca;1702 INCLUSIÓN PRODUCTIVA DE PEQUEÑOS PRODUCTORES RURALES;T;2.000.000.000.000.000;2.000.000.000.000.000;0.00000000;0.00000000;Inactivo  (PGN, Territorio);81794;330;Pacto Por Colombia, Pacto por la Equidad (2019-2022);;;
2,02087E+12;Apoyo A La Población Vulnerable  Mediante La Producción Avícola En La Vereda El Vergel Del Municipio De Puerto Caicedo Departamento Del  Putumayo;Recuperar las áreas cultivadas establecidas y aumento de la producción agropecuaria en el municipio de Puerto Caicedo departamento del Putumayo.;En Ejecución;2021-2021;Agricultura Y Desarrollo Rural;Puerto CaicedoPutumayo;1702 INCLUSIÓN PRODUCTIVA DE PEQUEÑOS PRODUCTORES RURALES;T;2.000.000.000.000.000;2.000.000.000.000.000;0.00000000;0.00000000;Inactivo  (PGN, Territorio);86569;9;Pacto Por Colombia, Pacto por la Equidad (2019-2022);;;
2,02015E+12;Suministro De Bienes Y Servicios Para Prestar El Servicio De Extensión Agropecuaria Con Los Pequeños Y Medianos Productores En El Municipio De Macanal Departamento De  Boyacá;AUMENTAR LA PRODUCTIVIDAD Y COMPETITIVIDAD DEL SECTOR AGROPECUARIO EN EL MUNICIPIO DE MACANAL;En Ejecución;2020-2020;Agricultura Y Desarrollo Rural;MacanalBoyacá;1709 INFRAESTRUCTURA PRODUCTIVA Y COMERCIALIZACIÓN;T;17.000.000.000.000.000;17.000.000.000.000.000;0.00000000;0.00000000;Inactivo  (PGN, Territorio);15425;4827;Pacto Por Colombia, Pacto por la Equidad (2019-2022);;;
2,02015E+12;Suministro De Pajillas Elementos E Insumos Para El Fortalecimiento Del Programa De Mejoramiento Genético Bovino En El Municipio De  Miraflores;SUMINISTRAR PAJILLAS ELEMENTOS E INSUMOS PARA EL FORTALECIMIENTO DEL PROGRAMA DE MEJORAMIENTO GENÉTICO BOVINO EN EL MUNICIPIO DE MIRAFLORES;En Ejecución;2020-2020;Agricultura Y Desarrollo Rural;MirafloresBoyacá;1702 INCLUSIÓN PRODUCTIVA DE PEQUEÑOS PRODUCTORES RURALES;T;2.100.000.000.000.000;2.100.000.000.000.000;0.00000000;0.00000000;Inactivo  (PGN, Territorio);15455;879;Pacto Por Colombia, Pacto por la Equidad (2019-2022);;;
2,02015E+12;Suministro De Insumos Agropecuarios Semillas Plántulas Y Combustible  Para El Programa Nobsa Siembra Desarrollo   Nobsa;DINAMIZAR LA ECONOMÍA DEL CAMPO A TRAVÉS DE LA REACTIVACIÓN  DE NUESTROS SUELOS NOBSANOS;En Ejecución;2020-2020;Agricultura Y Desarrollo Rural;NobsaBoyacá;1702 INCLUSIÓN PRODUCTIVA DE PEQUEÑOS PRODUCTORES RURALES;T;6.012.273.700.000.000;6.012.273.700.000.000;0.00000000;0.00000000;Inactivo  (PGN, Territorio);15491;16709;Pacto Por Colombia, Pacto por la Equidad (2019-2022);;;
2,02087E+12;Mejoramiento  Mediante La Construcción De Sedimentador Corral De Observación Y Dotación De La  Planta De Beneficio Animal Del Municipio Valle Del Guamuez   Putumayo;Mejorar las condiciones sanitarias y de inocuidad en el funcionamiento de la planta de sacrificio en el municipio;En Ejecución;2020-2020;Agricultura Y Desarrollo Rural;Valle del GuamuezPutumayo;1709 INFRAESTRUCTURA PRODUCTIVA Y COMERCIALIZACIÓN;T;7.999.468.406.000.000;7.999.468.406.000.000;0.00000000;0.00000000;Inactivo  (PGN, Territorio);86865;34660;Pacto Por Colombia, Pacto por la Equidad (2019-2022);;;
2,02087E+12;Apoyo A La Producción Pecuaria Con El Suministro De Bienes Y Servicios Insumos Animales Vivos Marketing Transporte Para Traslado De Maquinaria Pesada Para Asociaciones Victimas Discapacitadas Y Microfranquicia Del  Municipio    Valle Del Guamuez;Fortalecer la productividad y competitividad de la producción pecuaria en el Municipio Valle del Guamuez - Putumayo;En Ejecución;2020-2020;Agricultura Y Desarrollo Rural;Valle del GuamuezPutumayo;1702 INCLUSIÓN PRODUCTIVA DE PEQUEÑOS PRODUCTORES RURALES;T;2.149.880.000.000.000;2.149.880.000.000.000;0.00000000;0.00000000;Inactivo  (PGN, Territorio);86865;447;Pacto Por Colombia, Pacto por la Equidad (2019-2022);;;
2,02087E+12;Apoyo A Los Productores De Arroz Del Municipio De Villagarzón Departamento Del Putumayo  Putumayo;Desarrollar estrategias que ayuden a reactivar la economía del sector arrocero de las veredas San Fernando y Villa Rica en el Municipio deVillagarzón Departamento del Putumayo;En Ejecución;2021-2021;Agricultura Y Desarrollo Rural;VillagarzónPutumayo;1702 INCLUSIÓN PRODUCTIVA DE PEQUEÑOS PRODUCTORES RURALES;T;8.000.000.000.000.000;8.000.000.000.000.000;0.00000000;0.00000000;Inactivo  (PGN, Territorio);86885;25;Pacto Por Colombia, Pacto por la Equidad (2019-2022);;;
2,02016E+12;Suministro  Instalacion Y Mantenimiento De Una Bascula Electronica Con Destino Al Pesaje Del Ganado En La Plaza De Ferias Del Municipio De Ramiriqui-  Boyacá;Mejorar la organización y distribución de lugares para la comercialización de ganado del municipio de Ramiriquí;En Ejecución;2021-2021;Agricultura Y Desarrollo Rural;RamiriquíBoyacá;1709 INFRAESTRUCTURA PRODUCTIVA Y COMERCIALIZACIÓN;T;976.943.667.000.000;976.943.667.000.000;970.200.000.000.000;970.200.000.000.000;Inactivo  (PGN, Territorio);15599;10616;Pacto Por Colombia, Pacto por la Equidad (2019-2022);;;
2,02016E+12;Construcción  Adecuación Y Mantenimiento De Distritos Y Canales De Riego En El Municipio De  San Mateo;Lograr que las fincas agropecuarias cuentes con sistemas de riego que les permita mitigar las condiciones de verano extremo para que logren mayor productividad en sus cultivos.;En Ejecución;2021-2023;Agricultura Y Desarrollo Rural;San MateoBoyacá;1709 INFRAESTRUCTURA PRODUCTIVA Y COMERCIALIZACIÓN;T;1.807.400.000.000.000;1.807.400.000.000.000;0.00000000;0.00000000;Inactivo  (PGN, Territorio);15673;3131;Pacto Por Colombia, Pacto por la Equidad (2019-2022);;;
2,02016E+12;Suministro De Fertilizantes Orgánicos En El Marco Del Proyecto  Apoyo Para La Asociatividad A Través De Incentivos A Practicas Ambientalmente Sostenibles Y Cosechas Limpias En Las Cadenas Productivas Del Municipio De  Siachoque Boyacá;Fortalecer los procesos productivos realizados por el campesino en el municipio de Siachóque Boyacá.;En Ejecución;2020-2020;Agricultura Y Desarrollo Rural;SiachoqueBoyacá;1702 INCLUSIÓN PRODUCTIVA DE PEQUEÑOS PRODUCTORES RURALES;T;1.981.200.000.000.000;1.981.200.000.000.000;0.00000000;0.00000000;Inactivo  (PGN, Territorio);15740;6774;Pacto Por Colombia, Pacto por la Equidad (2019-2022);;;
2,02016E+12;Implementación De Huertas Caseras Como Estrategia De Seguridad Alimentaria Y Desarrollo Familiar Campesino  Soatá Boyacá;Establecer huertas caseras como estrategia de seguridad alimentaria y desarrollo familiar campesino;En Ejecución;2020-2020;Agricultura Y Desarrollo Rural;SoatáBoyacá;1702 INCLUSIÓN PRODUCTIVA DE PEQUEÑOS PRODUCTORES RURALES;T;526.100.000.000.000;526.100.000.000.000;0.00000000;0.00000000;Inactivo  (PGN, Territorio);15753;227;Pacto Por Colombia, Pacto por la Equidad (2019-2022);;;
2,02095E+12;Construcción De La Plaza De Mercado Del Barrio El Porvenir En El Municipio De San José Del Guaviare Departamento Del  Guaviare;Fortalecer los canales de comercialización de los productos agropecuarios en el municipio de San José del Guaviare.;En Ejecución;2022-2022;Agricultura Y Desarrollo Rural;San José del GuaviareGuaviare;1709 INFRAESTRUCTURA PRODUCTIVA Y COMERCIALIZACIÓN;T;0.00000000;0.00000000;0.00000000;0.00000000;Inactivo  (PGN, Territorio);95001;58820;Pacto Por Colombia, Pacto por la Equidad (2019-2022);;;
2,01871E+12;Fortalecimiento De Las Labores De Producción Agricola En Familias Campesinas Y Pequeños Productores  De Autoconsumo Del Municipio De  San Pedro;Fomentar la produccin agricola familiar mediante la mecanizacion y asistencia tecnica a pequeños productores del municipio de san pedro;En Ejecución;2018-2018;Agricultura Y Desarrollo Rural;San PedroSucre;1702 INCLUSIÓN PRODUCTIVA DE PEQUEÑOS PRODUCTORES RURALES;T;17.841.088.000.000.000;17.841.088.000.000.000;0.00000000;0.00000000;Inactivo  (PGN, Territorio);70717;860;Todos por un nuevo país (2014-2018);;;
2,02E+12;Apoyo  Técnico Yo Económico A Los Agronegocios Para La Inclusión Productiva Y Social De Productores Rurales De La Agricultura Campesina Familiar Y Comunitaria Acfc 2021   Atlántico;Apoyar técnica yo económicamente productores agropecuarios para la participación en mercados campesinos priorizando la  Agricultura Campesina Familiar y Comunitaria - ACFC;En Ejecución;2021-2023;Agricultura Y Desarrollo Rural;Atlántico;1702 INCLUSIÓN PRODUCTIVA DE PEQUEÑOS PRODUCTORES RURALES;T;386.291.000.000.000.000;386.291.000.000.000.000;0.00000000;0.00000000;Inactivo  (PGN, Territorio);8;106763;Pacto Por Colombia, Pacto por la Equidad (2019-2022);;;
2,02E+12;Fortalecimiento De Las Gestiones De La Secretaría De Agricultura Y Desarrollo Empresarial Que Promuevan El Desarrollo Productivo Y Sostenible Del Departamento  Cesar;LOGRAR LA EFICIENCIA Y EFICACIA EN LA FORMULACIÓN EVALUACIÓN Y SEGUIMIENTO A LOS PROYECTOS DE INVERSIÓN PRODUCTIVOS TURÍSTICOS Y EMPRESARIALES DEL DEPARTAMENTO DEL CESAR;En Ejecución;2020-2020;Agricultura Y Desarrollo Rural;Cesar;1799 FORTALECIMIENTO DE LA GESTIÓN Y DIRECCIÓN DEL SECTOR AGROPECUARIO;T;94.074.164.200.000.000;94.074.164.200.000.000;70.387.692.300.000.000;70.387.692.300.000.000;Inactivo  (PGN, Territorio);20;1041204;Pacto Por Colombia, Pacto por la Equidad (2019-2022);;;
2,02053E+12;Mejoramiento De La Infraestructura De La Planta De Sacrificio Animal Del Municipio De   San Bernardo  San Bernardo;Mejorar  la infraestructura de la planta de sacrificio animal del municipio de san Bernardo;En Ejecución;2020-2020;Agricultura Y Desarrollo Rural;San BernardoNariño;1709 INFRAESTRUCTURA PRODUCTIVA Y COMERCIALIZACIÓN;T;2.400.000.000.000.000;2.400.000.000.000.000;0.00000000;0.00000000;Inactivo  (PGN, Territorio);52685;9171;Pacto Por Colombia, Pacto por la Equidad (2019-2022);;;
2,02E+12;Fortalecimiento De La  Gestión Ejecución Y  Seguimiento De Los Planes Programas Proyectos  Y Estrategias  En La Secretaria De Agricultura Y Desarrollo Rural Del Departamento Del   Cauca;AUMENTAR LA CAPACIDAD DE GESTIÓN EJECUCIÓN Y SEGUIMIENTO DE LA SECRETARIA DE AGRICULTURA Y DESARROLLO RURAL;En Ejecución;2020-2020;Agricultura Y Desarrollo Rural;Cauca;1702 INCLUSIÓN PRODUCTIVA DE PEQUEÑOS PRODUCTORES RURALES;T;155.552.500.000.000.000;155.552.500.000.000.000;0.00000000;0.00000000;Inactivo  (PGN, Territorio);19;450000;Pacto Por Colombia, Pacto por la Equidad (2019-2022);;;
